index,model,feature_type,feature_value,lambda_type,lambda_value,rmse
432,krr,sigma,52.0,cv_lambda,0.1,6.573953233948015
433,krr,sigma,53.0,normal_lambda,1,7.010349885226327
434,krr,sigma,53.0,cv_lambda,0.1,6.574137521034265
435,krr,sigma,54.0,normal_lambda,1,7.017652106725282
436,krr,sigma,54.0,cv_lambda,0.1,6.574667446156943
437,krr,sigma,55.0,normal_lambda,1,7.024681542335701
438,krr,sigma,55.0,cv_lambda,0.1,6.575527003109174
439,krr,sigma,56.0,normal_lambda,1,7.0314491709884015
440,krr,sigma,56.0,cv_lambda,0.1,6.57670043469274
441,krr,sigma,57.0,normal_lambda,1,7.037965655596592
442,krr,sigma,57.0,cv_lambda,0.1,6.578172268903221
443,krr,sigma,58.0,normal_lambda,1,7.04424132289074
444,krr,sigma,58.0,cv_lambda,0.1,6.579927349331248
445,krr,sigma,59.0,normal_lambda,1,7.0502861500434415
446,krr,sigma,59.0,cv_lambda,0.1,6.5819508605226655
447,krr,sigma,60.0,normal_lambda,1,7.056109756840825
448,krr,sigma,60.0,cv_lambda,0.1,6.584228348919263
449,krr,sigma,61.0,normal_lambda,1,7.061721402357258
450,krr,sigma,61.0,cv_lambda,0.1,6.586745739909031
451,krr,sigma,62.0,normal_lambda,1,7.067129985259962
452,krr,sigma,62.0,cv_lambda,0.1,6.589489351437616
453,krr,sigma,63.0,normal_lambda,1,7.072344047013328
454,krr,sigma,63.0,cv_lambda,0.1,6.592445904569265
455,krr,sigma,64.0,normal_lambda,1,7.077371777374313
456,krr,sigma,64.0,cv_lambda,0.1,6.59560253133472
457,krr,sigma,65.0,normal_lambda,1,7.082221021672347
458,krr,sigma,65.0,cv_lambda,0.1,6.5989467801622945
459,krr,sigma,66.0,normal_lambda,1,7.086899289453628
460,krr,sigma,66.0,cv_lambda,0.1,6.602466619152952
461,krr,sigma,67.0,normal_lambda,1,7.09141376414227
462,krr,sigma,67.0,cv_lambda,0.1,6.606150437432366
463,krr,sigma,68.0,normal_lambda,1,7.095771313431768
464,krr,sigma,68.0,cv_lambda,0.1,6.609987044788834
465,krr,sigma,69.0,normal_lambda,1,7.0999785001716935
466,krr,sigma,69.0,cv_lambda,0.1,6.613965669784921
467,krr,sigma,70.0,normal_lambda,1,7.1040415935574
468,krr,sigma,70.0,cv_lambda,0.1,6.618075956515056
469,krr,sigma,71.0,normal_lambda,1,7.107966580466694
470,krr,sigma,71.0,cv_lambda,0.1,6.62230796016399
471,krr,sigma,72.0,normal_lambda,1,7.111759176817584
472,krr,sigma,72.0,cv_lambda,0.1,6.626652141510001
473,krr,sigma,73.0,normal_lambda,1,7.1154248388462795
474,krr,sigma,73.0,cv_lambda,0.1,6.631099360503294
475,krr,sigma,74.0,normal_lambda,1,7.1189687742258005
476,krr,sigma,74.0,cv_lambda,0.1,6.635640869040387
477,krr,sigma,75.0,normal_lambda,1,7.122395952962774
478,krr,sigma,75.0,cv_lambda,0.1,6.640268303045135
479,krr,sigma,76.0,normal_lambda,1,7.1257111180246975
480,krr,sigma,76.0,cv_lambda,0.1,6.644973673958674
481,krr,sigma,77.0,normal_lambda,1,7.128918795661861
482,krr,sigma,77.0,cv_lambda,0.1,6.649749359731559
483,krr,sigma,78.0,normal_lambda,1,7.132023305397838
484,krr,sigma,78.0,cv_lambda,0.1,6.654588095404531
485,krr,sigma,79.0,normal_lambda,1,7.135028769670895
486,krr,sigma,79.0,cv_lambda,0.1,6.659482963356546
487,krr,sigma,80.0,normal_lambda,1,7.137939123114991
488,krr,sigma,80.0,cv_lambda,0.1,6.664427383292474
489,krr,sigma,81.0,normal_lambda,1,7.140758121474654
490,krr,sigma,81.0,cv_lambda,0.1,6.6694151020356545
491,krr,sigma,82.0,normal_lambda,1,7.143489350152171
492,krr,sigma,82.0,cv_lambda,0.1,6.674440183185884
493,krr,sigma,83.0,normal_lambda,1,7.146136232389337
494,krr,sigma,83.0,cv_lambda,0.1,6.679496996696597
495,krr,sigma,84.0,normal_lambda,1,7.148702037088361
496,krr,sigma,84.0,cv_lambda,0.1,6.684580208420163
497,krr,sigma,85.0,normal_lambda,1,7.151189886279081
498,krr,sigma,85.0,cv_lambda,0.1,6.689684769664809
499,krr,sigma,86.0,normal_lambda,1,7.153602762241098
500,krr,sigma,86.0,cv_lambda,0.1,6.694805906803636
501,krr,sigma,87.0,normal_lambda,1,7.1559435142906835
502,krr,sigma,87.0,cv_lambda,0.1,6.699939110969278
503,krr,sigma,88.0,normal_lambda,1,7.158214865243346
504,krr,sigma,88.0,cv_lambda,0.1,6.7050801278655525
505,krr,sigma,89.0,normal_lambda,1,7.160419417563546
506,krr,sigma,89.0,cv_lambda,0.1,6.710224947723639
507,krr,sigma,90.0,normal_lambda,1,7.162559659213329
508,krr,sigma,90.0,cv_lambda,0.1,6.7153697954254055
509,krr,sigma,91.0,normal_lambda,1,7.164637969212035
510,krr,sigma,91.0,cv_lambda,0.1,6.720511120814885
511,krr,sigma,92.0,normal_lambda,1,7.166656622919215
512,krr,sigma,92.0,cv_lambda,0.1,6.725645589214856
513,krr,sigma,93.0,normal_lambda,1,7.168617797052846
514,krr,sigma,93.0,cv_lambda,0.1,6.730770072163046
515,krr,sigma,94.0,normal_lambda,1,7.170523574454752
516,krr,sigma,94.0,cv_lambda,0.1,6.735881638380172
517,krr,sigma,95.0,normal_lambda,1,7.172375948615043
518,krr,sigma,95.0,cv_lambda,0.1,6.740977544979693
519,krr,sigma,96.0,normal_lambda,1,7.174176827966882
520,krr,sigma,96.0,cv_lambda,0.1,6.7460552289254
521,krr,sigma,97.0,normal_lambda,1,7.175928039962809
522,krr,sigma,97.0,cv_lambda,0.1,6.751112298745556
523,krr,sigma,98.0,normal_lambda,1,7.177631334943239
524,krr,sigma,98.0,cv_lambda,0.1,6.756146526504139
525,krr,sigma,99.0,normal_lambda,1,7.179288389807582
526,krr,sigma,99.0,cv_lambda,0.1,6.761155840034207
527,svr,sigma,0.01,normal_lambda,1,30.320928095133002
528,svr,sigma,0.01,cv_lambda,0.1,19.821848301900506
529,svr,sigma,0.02,normal_lambda,1,28.409889817105256
530,svr,sigma,0.02,cv_lambda,0.1,19.719258564948163
531,svr,sigma,0.03,normal_lambda,1,28.39994288440277
532,svr,sigma,0.03,cv_lambda,0.1,19.6579566823096
533,svr,sigma,0.04,normal_lambda,1,28.39349278918259
534,svr,sigma,0.04,cv_lambda,0.1,19.620829858439457
535,svr,sigma,0.05,normal_lambda,1,28.38711510446015
536,svr,sigma,0.05,cv_lambda,0.1,19.585457317053613
537,svr,sigma,0.06,normal_lambda,1,28.378671169931206
538,svr,sigma,0.06,cv_lambda,0.1,19.539208321283343
539,svr,sigma,0.07,normal_lambda,1,28.367254304035935
540,svr,sigma,0.07,cv_lambda,0.1,19.47821581266691
541,svr,sigma,0.08,normal_lambda,1,28.35237914551978
542,svr,sigma,0.08,cv_lambda,0.1,19.401946067914466
543,svr,sigma,0.09,normal_lambda,1,28.33401348439762
544,svr,sigma,0.09,cv_lambda,0.1,19.31211206394337
545,svr,sigma,0.1,normal_lambda,1,28.31359304087105
546,svr,sigma,0.1,cv_lambda,0.1,19.2145324182727
547,svr,sigma,0.11,normal_lambda,1,28.293634156892615
548,svr,sigma,0.11,cv_lambda,0.1,19.120528752274165
549,svr,sigma,0.12,normal_lambda,1,28.27782968781733
550,svr,sigma,0.12,cv_lambda,0.1,19.043676104771265
551,svr,sigma,0.13,normal_lambda,1,28.2694364836344
552,svr,sigma,0.13,cv_lambda,0.1,18.983138496271263
553,svr,sigma,0.14,normal_lambda,1,28.27085443103733
554,svr,sigma,0.14,cv_lambda,0.1,18.95778585159984
555,svr,sigma,0.15,normal_lambda,1,28.28534921335718
556,svr,sigma,0.15,cv_lambda,0.1,18.98092577164322
557,svr,sigma,0.16,normal_lambda,1,28.314809642882334
558,svr,sigma,0.16,cv_lambda,0.1,19.066219281730397
559,svr,sigma,0.17,normal_lambda,1,28.35347775319669
560,svr,sigma,0.17,cv_lambda,0.1,19.22663986617681
561,svr,sigma,0.18,normal_lambda,1,28.402943582693634
562,svr,sigma,0.18,cv_lambda,0.1,19.473468345155506
563,svr,sigma,0.19,normal_lambda,1,28.462785431047546
564,svr,sigma,0.19,cv_lambda,1,28.462785431047546
565,svr,sigma,0.2,normal_lambda,1,28.532298112520472
566,svr,sigma,0.2,cv_lambda,10,29.33169295066703
567,svr,sigma,0.21,normal_lambda,1,28.609948649464705
568,svr,sigma,0.21,cv_lambda,10000,29.39781678737824
569,svr,sigma,0.22,normal_lambda,1,28.694911775973047
570,svr,sigma,0.22,cv_lambda,10000,29.39783207207192
571,svr,sigma,0.23,normal_lambda,1,28.785376755927302
572,svr,sigma,0.23,cv_lambda,10000,29.39784874607583
573,svr,sigma,0.24,normal_lambda,1,28.88099103820873
574,svr,sigma,0.24,cv_lambda,10000,29.39786669123909
575,svr,sigma,0.25,normal_lambda,1,28.98067481227928
576,svr,sigma,0.25,cv_lambda,10000,29.397885788211877
577,svr,sigma,0.26,normal_lambda,1,29.081725284359386
578,svr,sigma,0.26,cv_lambda,10000,29.397905961403897
579,svr,sigma,0.27,normal_lambda,1,29.180396183750844
580,svr,sigma,0.27,cv_lambda,10000,29.397927967611402
581,svr,sigma,0.28,normal_lambda,1,29.27788010577667
582,svr,sigma,0.28,cv_lambda,10000,29.39794998650217
583,svr,sigma,0.29,normal_lambda,1,29.3735812550677
584,svr,sigma,0.29,cv_lambda,10000,29.39797282263646
585,svr,sigma,0.3,normal_lambda,1,29.467744998236967
586,svr,sigma,0.3,cv_lambda,10000,29.397996390497738
587,svr,sigma,0.31,normal_lambda,1,29.561952221602148
588,svr,sigma,0.31,cv_lambda,10000,29.398020615180958
589,svr,sigma,0.32,normal_lambda,1,29.670062357901408
590,svr,sigma,0.32,cv_lambda,10000,29.398045421223475
591,svr,sigma,0.33,normal_lambda,1,29.785777676491676
592,svr,sigma,0.33,cv_lambda,10000,29.39807073883696
593,svr,sigma,0.34,normal_lambda,1,29.89905402030405
594,svr,sigma,0.34,cv_lambda,10000,29.398096495404015
595,svr,sigma,0.35000000000000003,normal_lambda,1,30.00945820740289
596,svr,sigma,0.35000000000000003,cv_lambda,10000,29.398122611374575
597,svr,sigma,0.36,normal_lambda,1,30.12120073438284
598,svr,sigma,0.36,cv_lambda,10000,29.39814903043811
599,svr,sigma,0.37,normal_lambda,1,30.242776475333173
600,svr,sigma,0.37,cv_lambda,10000,29.398175703413187
601,svr,sigma,0.38,normal_lambda,1,30.368485987987615
602,svr,sigma,0.38,cv_lambda,10000,29.398202561394456
603,svr,sigma,0.39,normal_lambda,1,30.506492174900018
604,svr,sigma,0.39,cv_lambda,10000,29.398229545553324
605,svr,sigma,0.4,normal_lambda,1,30.622845275512812
606,svr,sigma,0.4,cv_lambda,10000,29.398256473678806
607,svr,sigma,0.41000000000000003,normal_lambda,1,30.714665725831956
608,svr,sigma,0.41000000000000003,cv_lambda,10000,29.398283482263814
609,svr,sigma,0.42,normal_lambda,1,30.80474281146135
610,svr,sigma,0.42,cv_lambda,10000,29.39831045279086
611,svr,sigma,0.43,normal_lambda,1,30.892325005130353
612,svr,sigma,0.43,cv_lambda,10000,29.398337342161568
613,svr,sigma,0.44,normal_lambda,1,30.976750963426998
614,svr,sigma,0.44,cv_lambda,10000,29.39836411077565
615,svr,sigma,0.45,normal_lambda,1,31.057670379311265
616,svr,sigma,0.45,cv_lambda,10000,29.398390724444948
617,svr,sigma,0.46,normal_lambda,1,31.1363726130165
618,svr,sigma,0.46,cv_lambda,10000,29.398417152606765
619,svr,sigma,0.47000000000000003,normal_lambda,1,31.21253049483088
620,svr,sigma,0.47000000000000003,cv_lambda,10000,29.39844336862755
621,svr,sigma,0.48,normal_lambda,1,31.28620995900836
622,svr,sigma,0.48,cv_lambda,10000,29.398469349426925
623,svr,sigma,0.49,normal_lambda,1,31.357641163437485
624,svr,sigma,0.49,cv_lambda,10000,29.398495075864638
625,svr,sigma,0.5,normal_lambda,1,31.426770156055237
626,svr,sigma,0.5,cv_lambda,10000,29.398520531969183
627,svr,sigma,0.51,normal_lambda,1,31.49258856622294
628,svr,sigma,0.51,cv_lambda,10000,29.398545704456694
629,svr,sigma,0.52,normal_lambda,1,31.55616096737869
630,svr,sigma,0.52,cv_lambda,10000,29.398570582696784
631,svr,sigma,0.53,normal_lambda,1,31.618175439057264
632,svr,sigma,0.53,cv_lambda,10000,29.39859515847526
633,svr,sigma,0.54,normal_lambda,1,31.67838450688133
634,svr,sigma,0.54,cv_lambda,10000,29.39861942581413
635,svr,sigma,0.55,normal_lambda,1,31.735816293647492
636,svr,sigma,0.55,cv_lambda,10000,29.398643380727524
637,svr,sigma,0.56,normal_lambda,1,31.791045434333096
638,svr,sigma,0.56,cv_lambda,10000,29.398667020970294
639,svr,sigma,0.5700000000000001,normal_lambda,1,31.84438807924627
640,svr,sigma,0.5700000000000001,cv_lambda,10000,29.398690345883313
641,svr,sigma,0.58,normal_lambda,1,31.896106363753685
642,svr,sigma,0.58,cv_lambda,10000,29.398713356196378
643,svr,sigma,0.59,normal_lambda,1,31.94708670157306
644,svr,sigma,0.59,cv_lambda,10000,29.398736053839173
645,svr,sigma,0.6,normal_lambda,1,31.996541087839205
646,svr,sigma,0.6,cv_lambda,10000,29.398758441782416
647,svr,sigma,0.61,normal_lambda,1,32.04565009489142
648,svr,sigma,0.61,cv_lambda,10000,29.398780523753235
649,svr,sigma,0.62,normal_lambda,1,32.09379542500772
650,svr,sigma,0.62,cv_lambda,10000,29.398802304732992
651,svr,sigma,0.63,normal_lambda,1,32.139545597931665
652,svr,sigma,0.63,cv_lambda,10000,29.398823789631408
653,svr,sigma,0.64,normal_lambda,1,32.18341851226531
654,svr,sigma,0.64,cv_lambda,10000,29.398844984091276
655,svr,sigma,0.65,normal_lambda,1,32.21682083437564
656,svr,sigma,0.65,cv_lambda,10000,29.398865893901814
657,svr,sigma,0.66,normal_lambda,1,32.23809832063345
658,svr,sigma,0.66,cv_lambda,10000,29.398886677979238
659,svr,sigma,0.67,normal_lambda,1,32.25752650126817
660,svr,sigma,0.67,cv_lambda,10000,29.398906999849366
661,svr,sigma,0.68,normal_lambda,1,32.27583095698802
662,svr,sigma,0.68,cv_lambda,10000,29.398927033365627
663,svr,sigma,0.6900000000000001,normal_lambda,1,32.29265461341099
664,svr,sigma,0.6900000000000001,cv_lambda,10000,29.398946863342843
665,svr,sigma,0.7000000000000001,normal_lambda,1,32.308042415215574
666,svr,sigma,0.7000000000000001,cv_lambda,10000,29.398966438439178
667,svr,sigma,0.71,normal_lambda,1,32.322529314283166
668,svr,sigma,0.71,cv_lambda,10000,29.3989858012636
669,svr,sigma,0.72,normal_lambda,1,32.336483324510766
670,svr,sigma,0.72,cv_lambda,10000,29.399004920542254
671,svr,sigma,0.73,normal_lambda,1,32.35105118198127
672,svr,sigma,0.73,cv_lambda,10000,29.399023794481494
673,svr,sigma,0.74,normal_lambda,1,32.365863529767196
674,svr,sigma,0.74,cv_lambda,10000,29.39904243504648
675,svr,sigma,0.75,normal_lambda,1,32.38272311859789
676,svr,sigma,0.75,cv_lambda,10000,29.39906088339431
677,svr,sigma,0.76,normal_lambda,1,32.42266232684242
678,svr,sigma,0.76,cv_lambda,10000,29.399079122603773
679,svr,sigma,0.77,normal_lambda,1,32.46278955512719
680,svr,sigma,0.77,cv_lambda,10000,29.399097184346903
681,svr,sigma,0.78,normal_lambda,1,32.50070384135392
682,svr,sigma,0.78,cv_lambda,10000,29.39911502094011
683,svr,sigma,0.79,normal_lambda,1,32.534331954422385
684,svr,sigma,0.79,cv_lambda,10000,29.399132657249147
685,svr,sigma,0.8,normal_lambda,1,32.56570649743559
686,svr,sigma,0.8,cv_lambda,10000,29.399150101096506
687,svr,sigma,0.81,normal_lambda,1,32.59408736170436
688,svr,sigma,0.81,cv_lambda,10000,29.399167372802225
689,svr,sigma,0.8200000000000001,normal_lambda,1,32.622198468142436
690,svr,sigma,0.8200000000000001,cv_lambda,10000,29.399184478971957
691,svr,sigma,0.8300000000000001,normal_lambda,1,32.65188319469274
692,svr,sigma,0.8300000000000001,cv_lambda,10000,29.399201410412907
693,svr,sigma,0.84,normal_lambda,1,32.68359287196291
694,svr,sigma,0.84,cv_lambda,10000,29.39921817228459
695,svr,sigma,0.85,normal_lambda,1,32.73104551450225
696,svr,sigma,0.85,cv_lambda,10000,29.399234769871335
697,svr,sigma,0.86,normal_lambda,1,32.77928906034045
698,svr,sigma,0.86,cv_lambda,10000,29.39925123017669
699,svr,sigma,0.87,normal_lambda,1,32.82688828338304
700,svr,sigma,0.87,cv_lambda,10000,29.39926753839236
701,svr,sigma,0.88,normal_lambda,1,32.87155370652639
702,svr,sigma,0.88,cv_lambda,10000,29.399283678692946
703,svr,sigma,0.89,normal_lambda,1,32.91389770897619
704,svr,sigma,0.89,cv_lambda,10000,29.3992996602841
705,svr,sigma,0.9,normal_lambda,1,32.95317716281786
706,svr,sigma,0.9,cv_lambda,10000,29.39931548925134
707,svr,sigma,0.91,normal_lambda,1,32.99073568470121
708,svr,sigma,0.91,cv_lambda,10000,29.399331168568818
709,svr,sigma,0.92,normal_lambda,1,33.02654828024238
710,svr,sigma,0.92,cv_lambda,10000,29.399346700575382
711,svr,sigma,0.93,normal_lambda,1,33.06069517770476
712,svr,sigma,0.93,cv_lambda,10000,29.399362087120746
713,svr,sigma,0.9400000000000001,normal_lambda,1,33.09316121976493
714,svr,sigma,0.9400000000000001,cv_lambda,10000,29.399377329625374
715,svr,sigma,0.9500000000000001,normal_lambda,1,33.12407420681793
716,svr,sigma,0.9500000000000001,cv_lambda,10000,29.39939244910686
717,svr,sigma,0.96,normal_lambda,1,33.15377772752044
718,svr,sigma,0.96,cv_lambda,10000,29.39940742223091
719,svr,sigma,0.97,normal_lambda,1,33.1820132910971
720,svr,sigma,0.97,cv_lambda,10000,29.39942225878045
721,svr,sigma,0.98,normal_lambda,1,33.2103938127007
722,svr,sigma,0.98,cv_lambda,10000,29.399436659256924
723,svr,sigma,0.99,normal_lambda,1,33.23806593278044
724,svr,sigma,0.99,cv_lambda,10000,29.399451191955436
